,id,title
2713,75-07016,"Lexikographisches weitere Berichtigungen, Ergänzungen und Vorschläge zu Wörterbüchern der griechischen, lateinischen und koptischen Sprache"
2714,75-07017,Towards an Indo-European term for « felt »
2715,75-07019,Überlegungen zur Farbenpalette im Indogermanischen und zu den Farbbezeichnungen für « blau »
2716,75-07020,Titiēs Ramnēs Lūcerēs
2717,75-07021,Tempus und « h3.w » Begriffe für Zeit und missliche Umstände in Latein und Ägyptisch
2718,75-07022,Cerbero un'ipotesi etimologica indoeuropea
2719,75-07023,Contribution à l'étude du collectif le nom collectif dans les langues indo-européennes d'Europe. 1
2720,75-07024,Contribution à l'étude du collectif le nom collectif dans les langues indo-européennes d'Europe. 2
2721,75-07025,Theorie und Empirie in der klassisch-philologischen Sprachwissenschaft
2722,75-07026,Le  nom du « corollaire »
2723,75-07031,Alphabetic and syllabic writing problems of reading
2724,75-07032,Patrones de oraciones en latín y alemán una descripción contrastiva
2725,75-07033,i-je-ro and related terms
2726,75-07034,Aspects contrastés l'« Apologie de Socrate » en grec ancien et en grec moderne
2727,75-07035,Lingue morte e parlanti nativi
2728,75-07037,The  evolution of the Greek nominal paradigms from Mycenaean to Modern Greek
2729,75-07039,La  rame et la voile
2730,75-07042,Flessione nominale latina e questione italica
2731,75-07043,Entre la voûte et la clarté libres propos sur l'« ouranien » et le « céleste » chez les Anciens
2732,75-07048,The  end of « paganism » ?
2733,75-07050,"L' aspect verbal en perspective dimensionnelle typologie, conceptualisation, et le grec"
2734,75-07052,A  note on the pronominal origin of the Indo-European first person singular verbal desinence
2735,75-07053,"Dall'eloquenza della luce allo splendore della parola « parlare, dire » e « illuminare, far brillare » nelle lingue del mondo antico"
2736,75-07055,La  terminologia pseudepigrafica
2737,75-07056,L' aspect dans l'expression de la défense
2738,75-07058,Grand-prêtre ou hiérophante les traductions grecques du terme « pontifex »
2739,75-07059,Os  nomes de « ilha » e « península » na antiguidade clássica
2740,75-07060,Παντοῖα a mixed salad
2741,75-07061,El  río del olvido
2742,75-07063,Appunti micenei
2743,75-07064,"À propos des nouvelles tablettes de Thèbes. 1, Les trois divinités « ma-ka », « o-po-re-i » et « ko-wa » et les trois subordonnées temporelles dans la série Fq"
2744,75-07066,Les  noms de parenté état de la question
2745,75-07067,Una  lingua che ha resistito al tempo i tre millenni del greco
2746,75-07072,A  return to the theory of the verb « be » and the concept of being
2747,75-07075,Greek linguistics in Italy
2748,75-07076,De la « Septuaginta » a Bizancio transiciones en la historia de una lengua
2749,75-07077,Un  cas de dilation consonantique en grec ancien πυρπολέω « mettre le feu »
2750,75-07078,Ancora sulle origini dell'alfabeto greco
2751,75-07082,Argumente zum griechischen Akzent
2752,75-07083,La  prononciation des groupes EI et OY en attique. 1
2753,75-07084,Une  tentative de reconstitution informatisée de la prononciation de l'attique classique
2754,75-07085,Vers une bonne prononciation restituée du grec classique
2755,75-07086,ζ = dz ou zd ?
2756,75-07087,Bibliographie sur la syntaxe grecque 1985-1994
2757,75-07088,Corrélations aspectuelles entre verbes régents et verbes régis
2758,75-07090,Chaînes coréférentielles et « cascades » d'accords au nominatif
2759,75-07091,Sur αὐτο- « eum » et « ipse » en attique classique questions naïves
2760,75-07098,L' aspect verbal en grec ancien premières leçons d'une recherche
2761,75-07099,Consequence « de dicto » and « de re » the opposition between ὥστε with the infinitive and with a finite verb in ancient Greek
2762,75-07100,Les  constructions concessives en grec ancien la prose ionienne-attique des V-IV[sic] siècles av. J.-C. : résumé de thèse
2763,75-07101,L' aspect chez M. S. Ruipérez
2764,75-07104,Varietà e intensità del contatto linguistico inerzia sintattica nel greco antico semitizzato
2765,75-07105,L' aspect dans les signatures de sculpteurs et de peintres les paires minimales ἐποίει/ἐποίησε(ν) et ἔγραφε(ν)/ἔγραψε(ν)
2766,75-07106,Il  passivo come categoria azionale il caso del greco
2767,75-07110,"Les  valeurs aspectuelles selon A. Poutsma (séance du « Groupe aspect », Paris, 26 novembre 1994)"
2768,75-07111,Composés de type « bahuvrīhı » et hypostases à premier élément prépositionnel l'exemple de ἔνυδρος et de ἔμπυρος
2769,75-07114,Le  système des cas en grec ancien. 1
2770,75-07115,Le  système des cas en grec ancien. 2
2771,75-07116,"Ὁμολογεῖν et ὡμολογησάμην [sic] Platon, Gorgias, 509e 2-7"
2772,75-07122,"Diccionario griego-español, vol. 6"
2773,75-07124,Due « lexicis addenda » λαθιμέρμερος e κατενωπαδόν
2774,75-07125,ΑΣΗΜΟΣ
2775,75-07126,Un  emploi funéraire de μικρός
2776,75-07127,Προς το πινάκιον ἦγε
2777,75-07128,Sur deux épithètes funéraires grecques d'Égypte
2778,75-07129,"Sur un hapax injustifié, αἱμογενής"
2779,75-07130,Sur un sens « égyptien » de γυμνός
2780,75-07131,Cereali d'Egitto il problema del πιστίκιον
2781,75-07132,Il  lessico dell'utensileria agricola nei tragici greci
2782,75-07133,Remarques sur le sens de ἀρχαῖος et de παλαιός
2783,75-07134,"Phenomenology, symbology, and lexicography the amazingly rich vocabulary for « serpent » in ancient Greek"
2784,75-07136,Agon
2785,75-07137,Sur les emplois et les sens de l'adverbe ἀεί dans les mathématiques grecques
2786,75-07139,Il  vocabolario del sacro nella poesia epica arcaica ἱερός
2787,75-07142,"Histoire du paysage sensible des Grecs à l'époque archaïque Homère, les couleurs et l'exemple de πορφύρεος"
2788,75-07143,Collection de mots ou récolement du sens point de vue sur la lexicographie grecque à la Renaissance
2789,75-07144,"Le  préfixe méconnu ὑ- (<*ud) et son correspondant anglais « out » à propos de ἡ ὕβρις, « la violence orgueilleuse » et de ὑγιής, « sain »"
2790,75-07146,Theoktistos
2791,75-07148,Projet scientifique la lemmatisation des sources patristiques et byzantines au service d'une description lexicale du grec ancien
2792,75-07150,Two architectural terms σκούτλωσις and στιβάς in an inscription from Marina/el-Alamein (with an appendix : inscription on a frying-pan)
2793,75-07151,Impersonal and intransitive ἐπισημαίνει
2794,75-07153,Greco δεῦρο problemi etimologici
2795,75-07154,«  Gonachia » e « kaunakai » nei papiri con due documenti inediti (P. Vindob. G 1620 e P. Vindob. G 1888/4) e uno riedito (P. Brook. 25)
2796,75-07155,"Il  λαχανόσπερμον, il ῥαφανέλαιον, e il sesamo olii e oleaginose fantasma"
2797,75-07159,Comment les gnostiques se sont-ils appelés ? Comment doit-on les appeler aujourd'hui ?
2798,75-07162,Estudio de los usos de πλήν y de su empleo en la novela griega antigua
2799,75-07163,"De la brique à l'agora, de Tégée à Selgè πλινθεῖον, πλινθίον, πλαίσιον"
2800,75-07164,"ἀναγής, ἐφύμνιον two lexicographical notes"
2801,75-07165,Ὑφίζησις nota di lessico metrico
2802,75-07168,The  myth of the vaginal soul
2803,75-07169,Greco νόσφι
2804,75-07171,Une  étymologie pour ἀκροάομαι ?
2805,75-07172,"Une  étymologie pour ἡ ἀλωή, το ἄλσος, ἡ Ἄλτις ?"
2806,75-07173,Une  étymologie pour νόσφι ?
2807,75-07174,Une  étymologie pour σοφός ?
2808,75-07175,"Exploration d'une racine : *skel, « oblique, de travers » une étymologie pour σκαληνός, « scalène » ?"
2809,75-07176,"L' ironie socratique une étymologie pour εἴρων, εἰρωνία ?"
2810,75-07176a,The  λήκυθος
2811,75-07177,Παγατικός heisst « putisch (libysch) »
2812,75-07178,"Ἀναχωρητής, ἐρημίτης, ἔγκλειστος, ἀποτακτικός sur la terminologie monastique en Égypte"
2813,75-07179,Bibliographie retrospective sémantique grecque (1981-2000)
2814,75-07180,L' opposition aspectuelle « présent/aoriste » en grec ancien une paire minimale
2815,75-07181,Il  significante ed il significato del testo poetico sequenzialità paragrammaticale ed anomalia semantica analisi linguistica del frammento 2 di Mimnermo
2816,75-07183,"«  Impératifs platoniciens » ἐρώτα/ἐροῦ, ἀποκρίνου/ἀπόκριναι, λέγε/εἰπέ (corpus : 10 dialogues de Platon, à savoir « Euthyphro », « Theaetetus », « Sophista », « Phaedrus », « Charmides », « Euthydemus », « Protagoras », « Gorgias », « Meno », « Respublica »)"
2817,75-07184,Points de repères pour l'étude de l'aspect dans l'injonction (ordre et défense)
2818,75-07185,The  Greek address system of the Roman period and its relationship to Latin
2819,75-07185a,Literal and extended use of kinship terms in documentary papyri
2820,75-07186,Réflexions sur la distribution des formes ἀπόκριναι et ἀποκρίνου dans un corpus platonicien
2821,75-07189,"Paroles à double sens, paroles magiques en Grèce antique. 1, Jeux sur les letttres et les mots"
2822,75-07190,"Paroles à double sens, paroles magiques en Grèce antique. 2"
2823,75-07191,Πειρῶ (etc.) λέγειν/εἰπεῖν dans Platon
2824,75-07192,Le  verbe « apprendre » (μανθάνειν) dans Platon effets sémantiques de l'opposition présent-aoriste
2825,75-07193,Ancora su preverbazione e sistemi verbali il caso del greco
2826,75-07195,La  clasificación semántica de los adjetivos en griego clásico. 1
2827,75-07196,La  clasificación semántica de los adjetivos en griego clásico. 2
2828,75-07197,"Σκόπει-σκέψαι (« Alcibiade », « Charmide », « Ménon », « Phédon », « Philèbe », « Protagoras », « Sophiste », « Théétète », « Cratyle »)"
2829,75-07198,Ἀποκρίνεσθαι/ἀποκρίνασθαι dans Platon résumé d'un exposé présenté dans le cadre d'un séminaire (janvier-avril 1994)
2830,75-07199,Une  première description de ἤδη chez Xénophon
2831,75-07200,Le  problème d'ἔτι μέν avec aoriste
2832,75-07201,Quelques aspects d'aspect
2833,75-07203,"Per una storia della ricerca moderna sui dialetti greci. 1, Dal XVII sec. fino agli Ottanta del XX"
2834,75-07204,Il  dialetto dorico di Sicilia
2835,75-07206,Note sulla persistenza della lingua greca d'uso a Neapolis
2836,75-07207,Évolution des constrictives en chypriote ancien
2837,75-07211,The  date of Lucullus' quaestorship
2838,75-07212,Les  mille et deux participes présentiels de λέγειν
2839,75-07213,Rassegna bibliografia di studi di lingua latina. (1992-2003)
2840,75-07218,«  Opera latina » une base de données sur internet
2841,75-07220,On linguistic development and school tradition direct and indirect evidence of the development of late Latin
2842,75-07228,La  sopravvivenza di lingue diverse dal latino nell'Italia di età imperiale alcune testimonianze letterarie
2843,75-07233,"César, parle-moi ! : la synthèse de la parole appliquée au latin classique"
2844,75-07234,El  papel morfológico de los antiguos diptongos *-ōi y *-oi en la flexión nominal temática del latín
2845,75-07235,El  diptongo « ei » en los textos legales incluidos en el corpus de A. Degrassi
2846,75-07236,La  prostesi di « i- » davanti a « s- » impuro nelle iscrizioni latine di Sardegna e nel sardo neolatino
2847,75-07242,Ancora sulle forme latine del tipo faxo/faxim
2848,75-07246,The «  Greek » accusative
2849,75-07247,Notes sur l'emploi impersonnel de « habet »
2850,75-07250,"Some cases of grammaticalisation in Latin subordinating conjunctions, concessivity and modal lexemes"
2851,75-07252,«  Nominativus pendens » in latino cristiano
2852,75-07258,El  dativo latino interpretaciones y bibliografía en los dos últimos siglos
2853,75-07259,Review of new dissertations in the field of Latin philology
2854,75-07261,Ferimus
2855,75-07262,Relations logiques et grammaticales entre les propositions conditionnelles et les concessives pour une nouvelle définition des fausses principales conditionnelles et concessives et des subordonnées conditionnelles et concessives
2856,75-07263,Reflexiones en torno a las últimas aportaciones sobre el genitivo singular temático en latín
2857,75-07265,Virtualisation by change of temporal reference the example of Latin and Old French conditional clauses
2858,75-07267,"Le  paradigme « Scipio, qui arbitraretur » dans l'« Actio secunda » des Verrines"
2859,75-07268,Paradigmes syntaxiques latins entre trop particulier et trop général
2860,75-07274,Adverbios latinos con sufijo « -ter »
2861,75-07276,"Les  emplois corrélatifs des pronoms-adjectifs « is », « hic », « iste », « ille » dans les « Homélies à Jérémie » d'Origène traduites par saint Jérôme"
2862,75-07277,De nuevo sobre « quod » completivo en latín clásico
2863,75-07278,Die  Ellipse des Substantivs und der Genetivus Gerundivi finalis in den römischen Rechtsquellen
2864,75-07281,Metator un cas d'appropriation chrétienne de terme institutionnel romain
2865,75-07282,"Chronique d'étymologie latine. 1, (CEL 2003)"
2866,75-07283,Topo/topa una questione di genere
2867,75-07284,De Forcellini Lexici Totius Latinitatis ad haec nostra tempora utilitate
2868,75-07285,«  Finis coronat opus » per la semantica di « corono »
2869,75-07287,La  denominación del gobernante en los historiadores latinos de la Antigüedad tardía estudio léxico
2870,75-07287a,A proposito di una recente teoria sulle origini del lat. « persona »
2871,75-07290,Alla ricerca di « quiquam »
2872,75-07291,Memori delle fatiche poste nello studio della lingua latina… (a proposito del « Nuovo vocabolario latino-italiano » di L. Della Noce e F. Torre)
2873,75-07293,«  Capreae »
2874,75-07295,"Ährenlese. 11, Vermischte Notizen zur Grammatik und Lexicographie des späten Lateins"
2875,75-07296,"«  Cissa », ma chissà cos'è ? : enquête sur un terme gynécologique énigmatique"
2876,75-07299,Algunas consideraciones sobre la significación del sustantivo « gena » en latín postclásico
2877,75-07301,OLISSIPO - entre filologia e informática recursos para gerir o estudo do texto latino
2878,75-07302,L' utilizzo del lemmatizzatore LEMLAT per una sistematizzazione dell'omografia in latino
2879,75-07303,Che cos'è un « munus » ?
2880,75-07307,El  concepto de « artes liberales » a fines de la República romana
2881,75-07308,Expresiones y frases hechas en latín y español
2882,75-07309,Origine et trajectoire d'un mot religion
2883,75-07310,"Rapine, demande de réparation, déclaration de guerre notes de lexicologie latine"
2884,75-07313,Per una etimologia del nome « Italia »
2885,75-07316,«  Corporis ostium » alcune osservazioni intorno ai significati di « os » « bocca »
2886,75-07317,«  Tituli picti » und die antike Werbesprache für Fischprodukte
2887,75-07324,L' expression de la modalité et les verbes perfecto-présents en latin
2888,75-07326,Poznámky k sémantické typologii predikátů v latině. <Einige Anmerkungen zur semantischen Typologie der Prädikate im Lateinischen>
2889,75-07330,Verb-subject order in Latin the case of existential and locative sentences
2890,75-07336,Sur la notion de fluctuation langagière en diachronie longue (IIIe-VIIIe s.) à la lumière des enquêtes dialectologiques contemporaines
2891,75-07339,La  interdicción lingüística en las denominaciones latinas para « prostituta »
2892,75-07341,Πρακτικη τῶν Ρωμαίων στις μεταφράσεις τους ἀπο την ἑλληνικη γραμματεία
2893,75-07342,Una  bibliografia per studiare l'umbro e il mondo degli antichi Umbri
2894,75-07346,«  Kaiseri » in che forma il nome di Caere più antico ?
2895,75-07352,"L' etrusco, lingua dell'Oriente indoeuropeo. 2, Il caso Muzio Cordo Scevola"
2896,75-07353,"L' etrusco, lingua dell'Oriente indoeuropeo. 3, Il caso Cacu e Artile"
2897,75-07354,Uno  scioglilingua da Falerii Veteres e l'etimologia di fal. « umom »
2898,75-07355,Notes de linguistique italique. Nouvelle série. 1
2899,75-07356,Una  nuova carica pubblica osca (« tríbuf plífríks ») tra problemi linguistici ed istituzionali
2900,75-07357,Etrusco « kanna » « canapa »
2901,75-07359,Messapština
2902,75-07360,Etruscan origins language and archaeology
2903,75-07362,Un  morfema agentivo etrusco
2904,75-07363,Un  terzo pronome/aggettivo dimostrativo etrusco
2905,75-07364,Il  femminile come derivato nell'onomastica etrusca
2906,75-07365,"Sudpiceno i digrafi « kd », « qd », « pd » ed i grafi particolari"
2907,75-07371,Docmi in responsione nella tragedia attica alcuni casi di restauro metrico
2908,75-07381,Pausas de sentido en la cláusula ¿ un rasgo de estilo del hexámetro satírico latino ?
2909,75-07384,L' associazione del docmio con i dattili nella tragedia attica di V secolo
2910,75-07387,Etnici e toponimi dell'Italia antica rassegna bibliografica. 1999-2000 con indici degli autori citati nelle precedenti rassegne
2911,75-07396,Le  Musée de l'Europe
2912,75-07397,Celtibérico SECoNZOS = ¿ « Secundus » o SECoNTiOS ?
2913,75-07398,Últimas aportaciones a las religiones prerromanas de Hispania teónimos. 1
2914,75-07399,Les  étrangers dans le corpus épigraphique phénicien de Chypre
2915,75-07400,Un  datif possible
2916,75-07401,Note d'onomastique sur une épitaphe grecque d'Akôris (Moyenne-Égypte)
2917,75-07402,The  spelling and meaning of the name « Megabyxos »
2918,75-07404,"Un  couple de toponymes référant à un lac disparu près de Clermont-Ferrand (Auvergne) « *Summu lacu », « *Capu lacu » confrontation des données linguistiques, archéologiques et paléoenvironnementales"
2919,75-07405,"Deux issues toponymiques de lat. tard. *Burguliōne (Arvernie, Helvétie)"
2920,75-07406,Toponimi di terme ed impianti idrici di età romana
2921,75-07407,Laziale « volubro » « inghiottitoio carsico »
2922,75-07408,Names in Hellenistic and Roman Lycia
2923,75-07410,L' évolution de l'onomastique dans les provinces romaines l'exemple de Dougga
2924,75-07411,Crónica de onomástica paleo-hispânica. 1
2925,75-07412,Novas notas de onomástica hispânica pré-romana
2926,75-07413,Onomástica paleo-hispânica revisão de algumas leituras e interpretações
2927,75-07414,Athenian citizens with foreign names
2928,75-07415,"Cinq stèles funéraires découvertes sur le site d'« Ayios Georghios », à Larnaca-Kition en 1979"
2929,75-07418,Naming Christians in antiquity
2930,75-07420,Abraham in Egypt Hebrew and Jewish-Aramaic names in Egypt and Judaea in Hellenistic and early Roman times
2931,75-07422,Phoebiana ein Vorschlag zur Namengebung von Kastellen
2932,75-07423a,L' onomastique romaine dans le monde protobyzantin quelques témoignages négligés
2933,75-07427,L' etimologia del lat. « Trivia » e l'iscrizione del Garigliano
2934,75-07428,Noms de femmes sur des lagynoi chypriotes
2935,75-07430,La  toponomastica come fonte della topografia medievale l'esempio della Tuscia bizantina
2936,75-07431,Per un dossier linguistico preromano relativo a Teanum Apulum
2937,75-07434,De nominibus disputandum. 1
2938,75-07435,«  Esimne » ein alpiner Name und seine Verbreitung
2939,75-07439,"Varia onomastica. 14, Sementivus und Verwandtes"
2940,75-07441,À propos de la nouvelle édition des inscriptions d'Hispania deux notes anthroponymiques « Odephorus » et « Laurotiche »
2941,75-07442,Innovación y continuidad en los nombres propios griegos procedentes de Hispania el caso de « Meleponus » y « Melphone »
2942,75-07444,Zum Namen « Moses »
2943,75-07447,Il  contributo della toponomastica alla ricostruzione dell'idrografia antica con particolare riguardo al delta padano
2944,75-07448,The  coin legend « Tanlismaidates » and related problems
2945,75-07450,«  Jew » and related terms in the ancient world
2946,75-07474,Bulletin codicologique
2947,75-07475,Bulletin codicologique
2948,75-07476,Palaeographia papyrologica. 5 (2004)
2949,75-07484,Un  codice poco noto in minuscola libraria antica il Morgan 655
2950,75-07485,Un  nuovo codice del copista Nicola (sec. X in.) l'Athen. B.N. 2651
2951,75-07488,Il «  copista del Dioscoride » un anonimo salentino del secolo XIII
2952,75-07489,Il  palinsesto Laur. Conv. Soppr. 152 note paleografiche e codicologiche
2953,75-07491,Eracle e Iolao aspetti della collaborazione tra copisti nell'età dei Paleologi
2954,75-07493,À propos de l'Hippocrate de Venise (Marcianus gr. 269 ; coll. 533) nouvelles observations sur les signatures
2955,75-07495,Dalla « regina delle città » i manoscriitti della donazione di Alessio Comneno a Bartolomeo da Simeri
2956,75-07496,Per una rilettura del palinsesto Vat. gr. 2061A saggio di ripristino digitale e di edizione diplomatica del « Nomocanone » alla luce del sistema RE.CO.RD@
2957,75-07497,Nuovo codice in « stile epsilon » il Messan. gr. 96
2958,75-07498,Charlemagne's court library revisited
2959,75-07499,A  scholar's work is never done review article
2960,75-07500,Un  códice de Jenofonte con « excerpta » de Diógenes Laercio y Plutarco el Vaticanus Graecus 990
2961,75-07504,"Umanesimo, passione antiquaria e produzione libraria fra Padova e Roma a metà '400 il « Giulio Cesare » casanatense"
2962,75-07505,A  little known manuscript of the Gospels in « maiuscola biblica » Basil. Gr. A. N. III. 12
2963,75-07506,Storia e descrizione del Vat. gr. 1164 testimone della trattatistica militare
2964,75-07507,"«  Vetustioris litere maiestas » un manoscritto di sant'Agostino del Petrarca, gli Umanisti e qualche osservazione sulle iniziali a « bianchi girari »"
2965,75-07508,"Le  glosse ai quattro Vangeli nel ms. St. Gallen, Stiftsbibliothek 50"
2966,75-07509,Una  nuova testimonianza di scrittura ad « asso di picche » (ADM 1312 SS Archivio Historico Leg. 223)
2967,75-07510,Le  fonds des manuscrits latins de Notre-Dame de Paris à la Bibliothèque nationale de France
2968,75-07513,Rinascimento virtual - Digitale Palimpsestforschung nuevas technologías y recuperación de palimpsestos (con especial atención a los conservados en bibliotecas españolas)
2969,75-07514,Scribes and charters in Lombard Italy
2970,75-07515,"Epístola literaria de Camillo Peruschi Isidoro, rector del Estudio de Roma al patriarca ecuménico Metrófanes III (1569)"
2971,75-07517,Il  punto su Demetrio Mosco
2972,75-07518,A = Ligatur von alpha und omega ?
2973,75-07519,Übersetzer und Kopist Beobachtungen zum Werk des Christophoros Persona
2974,75-07521,Manoscritti di età carolingia a Intra sul Lago Maggiore
2975,75-07522,Note sur la bibliothèque de Georges Cantacuzène
2976,75-07524,The  oldest lists of Latin books
2977,75-07526,Theodoros βιβλιογράφος und die Buchmalerei in Studiu
2978,75-07527,La  datation du manuscrit L de Platon (« Pragensis VI Fa 1 ») une aporie paléographique ?
2979,75-07528,Un  nouveau catalogue de manuscrits grecs
2980,75-07528a,Carlo Strozzi et sa collection de manuscrits grecs contribution à l'étude du fonds Barberini de la Bibliothèque Vaticane
2981,75-07529,The  Greek manuscripts of Jean Hurault de Boistaillé
2982,75-07531,Frammenti di codici greci in Umbria
2983,75-07532,"Teodoro Sacerdote, copista del Reg. gr. Pii II 35 appunti su scribi e committenti di manoscritti greci"
2984,75-07533,Lost and found some manuscripts from Liège now in Maynooth
2985,75-07534,«  Grammata » e « syrmata » scrittura greca e produzione libraria tra VII e IX secolo
2986,75-07535,"S. Agostino, Niccoli e Parentuccelli tra San Marco e la Vaticana rinnovamento delle biblioteche e diffusione di testi"
2987,75-07536,Un  ibrido immaginario fra i codici dei « Moralia » di Plutarco Patav. Bibl. Univ. 560 + Heid. Pal. Gr. 153
2988,75-07537,"Le  Monacensis gr. 225, ff. 1r-40v, et Georges de Chypre, alias Grégoire II de Constantinople"
2989,75-07538,"Le «  secrétaire » de Nicéphore Moscopoulos, scribe du Parisinus Bibliothecae Nationalis, Coislinianus 90, f. 257v-279r, et du Basileensis Bibliothecae Universitatis A III 5 (gr. 45), f. 1-325r, L. 21"
2990,75-07539,Autógrafos griegos de Lianoro Lianori en la Biblioteca Universitaria de Salamanca
2991,75-07540,"Ambrosianus C 222 inf. (Graecus 886) : il codice e il suo autore. 2, L'autore"
2992,75-07541,Una  curiosa legatura epsilon-iota nel codice Ambrosiano C 222 inf.
2993,75-07543,Byzantine lettres in stone
2994,75-07544,Note manoscritte in una cinquecentina della « Retorica » di Aristotele
2995,75-07545,L' Ambr. S 77 sup. e l'inventario dei libri di Antonio Querenghi antichi e moderni nell'erudizione di fine Cinquecento
2996,75-07547,"Ἁρμόνιος ὁ Ἀθηναῖος bibliofilo e copista, maestro di greco e diplomatico"
2997,75-07548,Aspetti poco noti dell'attività di Giovanni Rossanese copista a Grottaferrata
2998,75-07549,Ο γραφέας Λέων και ο κώδικαςῇᾇᾁ ᾶἀἆ ᾴ ᾶῤαἆᾶἀᾷ Ἀθηνῶν 74
2999,75-07550,Un  frammento palinsesto nel codice Ambrosiano C 209 inf.
3000,75-07551,"Χειρ χεῖρα νίπτει per gli incunaboli di Giovanni Calfurnio, umanista editore"
3001,75-07552,"Un  aspetto inedito dell'attività del copista Efrem l'uso delle abbreviazioni nel Laur. 28,3"
3002,75-07553,Manuele Crisolora libri e scrittura (con un cenno su Giovanni Crisolora)
3003,75-07554,Postille a Niccolò Leonico Tomeo e Giovanni Ettore Maria Lascaris
3004,75-07555,Il  Messan. gr. 66 un evangeliario in minuscola ogivale del secolo X
3005,75-07556,Un  codice latino annotato da un goto ed il problema delle influenze straniere in Italia
3006,75-07557,Addizione d'autore nel Messan. gr. 113
3007,75-07559,"El «  Fedro » de Platón en manuscritos españoles. 3, La independencia de Escoraliensis Y.I.3 respecto a Parisinus Graecus 1808"
3008,75-07562,Handschriften auf Reisen
3009,75-07564,Un  frammento di Cicerone in « littera antiqua »
3010,75-07567,Un «  Prisciano » conteso ancora sui codici grammaticali in scrittura beneventana fra VIII e IX secolo
3011,75-07568,"L' Athous, Philotheou 249 un miscellaneus important du XIVe siècle"
3012,75-07571,L' omeliario B.αLV note di lettura
3013,75-07572,Βυζαντινα εἰκονογραφημένα χειρόγραφα τοῦ Πατριαρχείου Ἱεροσολύμων
3014,75-07575,Il  contributo dell'armeno all'edizione critica dei testi greci
3015,75-07575a,"Indice critico per gli « Erotici Graeci » (su Caritone, Senofonte Efesio e Longo Sofista)"
3016,75-07575b,Restauri testuali a tre romanzi greci
3017,75-07577,Di filologia in filologia (spunti e appunti di critica del testo)
3018,75-07578,Κριτικοερμηνευτικά. 2
3019,75-07581,La  critique verbale est pour vous
3020,75-07583,"Per una punteggiatura non anacronistica, e più efficace, dei testi greci"
3021,75-07587,La  edición de florilegios como « edición especial »
3022,75-07589,Error Wattianus
3023,75-07591,Bulletin archéologique
3024,75-07592,Index de la revue Dacia 1924-1999
3025,75-07593,Des  amphores et des hommes chronique
3026,75-07622,Activités archéologiques de l'École française de Rome. Année 2001
3027,75-07623,Activités archéologiques de l'École française de Rome. Année 2002
3028,75-07624,Activités archéologiques de l'École française de Rome. Année 2003
3029,75-07626,"Bulletin de la Société française d'archéologie classique. 35, 2002-2003"
3030,75-07629,Rapport sur l'état et l'activité de l'École Française de Rome pendant l'année 2001-2002
3031,75-07631,Chronique de l'Institut d'Archéologie « Vasile Pârvan »
3032,75-07632,Rapport sur l'état et l'activité de l'École Française d'Athènes pendant l'année 2001-2002
3033,75-07633,"Thilo Ulbert, o la Antigüedad tardía como vocación arqueológica"
3034,75-07640,«  Critica della ragion pratica » obiettivi e limiti della più recente ricerca storico-archeologica in lingua italiana
3035,75-07641,Catalogare il patrimonio archeologico l'esperienza marchigiana
3036,75-07646,«  Villa-vicus » une question d'espace ?
3037,75-07650,"Archaeomagnetic dating of the Liebrüti tile kilns, Kaiseraugst"
3038,75-07651,Metallographic examinations of the Roman Republican weapons from the hoard from Grad near Šmihel
3039,75-07652,Kein gläserner Boden ? : ein kritischer Vergleich zwischen Bodenradardaten und Ausgrabungsresultaten in der römischen Stadt Augusta Raurica
3040,75-07653,The  metallurgical examination of four Late Cypriot III stands now in the British Museum
3041,75-07654,Reconstruction works in the « House of Aion » in Nea Paphos
3042,75-07656,Ceramic fabric analysis and survey archaeology the Sphakia Survey
3043,75-07658,Tecnologie geofisiche innovative per le indagini archeologiche applicazione al sito di Medinet Madi (Egitto)
3044,75-07659,Nuove acquisizioni nel campo della cartografia archeologica
3045,75-07709,"The  new galleries of ancient art at the Walters Art Museum, Baltimore"
3046,75-07714,"Recent acquisitions a selection. 2001-2002 /Picón Carlos A.,Mertens Joan R."
3047,75-07715,"Recent acquisitions a selection. 2002-2003 /Hemingway Seán,Lightfoot Christopher S.LightfootChristopher S."
3048,75-07720,Chronique des musées
3049,75-07721,Chronique des musées
3050,75-07722,Chronique des musées
3051,75-07741,The  ruins at Virginia Water. 1
3052,75-07742,The  BSA's Geometric collection Kynosarges et alia
3053,75-07745,Black-Figure vases in the collection of the British School at Athens
3054,75-07771,"«  Vasi, et altre robe antiche ritrovate » la raccolta di antichità del Monastero dei Camaldolesi a Volterra"
3055,75-07782,Carnet de route en images d'un voyage sur les sites de la Bactriane afghane (mai 2002)
3056,75-07783,L' œuvre de la Délégation Archéologique Française en Afghanistan (1922-1982)
3057,75-07784,Kërkimet arkeologjike në Shqipëri. 1991-1999 = Les recherches archéologiques en Albanie. 1991-1999
3058,75-07786,Ujësjellësi i Butrintit. <The Butrint aqueduct>
3059,75-07787,"Archaeology in the landscape of Roman Epirus preliminary report on the Diaporit excavations, 2002-3"
3060,75-07789,Enë me figura të kuqe të nekropolit të Amantias. <Red-figure vessels from the Amantia necropolis>
3061,75-07790,Teatri antik i Apolonisë. <The ancient theatre of Apollonia>
3062,75-07791,Unguentarium të Apolonisë. <« Unguentaria » of Apollonia>
3063,75-07792,Enë balte nga qyteti i onhezm-Ankiazmit (Saranda). <Sixth- to seventh-century AD pottery from the city of Onchesmos (Saranda)>
