"URI","TYPE","TEXT"
"/cwkb/authors/1341","default","Copa (Appendix Vergiliana)"
"/cwkb/authors/444","ger","Cornelia, Mutter der Gracchen"
"/cwkb/authors/444","fre","Cornélie, mère des Gracques"
"/cwkb/authors/444","eng","Cornelia, mother of the Gracchi"
"/cwkb/authors/444","default","Cornelia, mater Gracchorum"
"/cwkb/authors/444","ita","Cornelia, madre dei Gracchi"
"/cwkb/authors/444","abbr","Cornelia"
"/cwkb/authors/444","lat","Cornelia Africani F. Gracchorum"
"/cwkb/authors/444","spa","Cornelia, madre de los Gracos"
"/cwkb/authors/464","default","Cornelius Epicadus"
"/cwkb/authors/464","lat","Epicadus"
"/cwkb/authors/464","blank","Epicado"
"/cwkb/authors/559","default","Cornelius Nepos"
"/cwkb/authors/559","abbr","Nep."
"/cwkb/authors/559","fre","Cornélius Népos"
"/cwkb/authors/559","blank","Cornelio Nepote"
"/cwkb/authors/2607","default","Cornelius Seuerus"
"/cwkb/authors/445","default","Cornelius Severus"
"/cwkb/authors/445","lat","Publius C. Severus"
"/cwkb/authors/445","blank","Cornelio Severo"
"/cwkb/authors/445","abbr","Corn. Sev."
"/cwkb/authors/445","eng","Cornelius‏ Poet‏"
"/cwkb/authors/632","default","Cornelius Sisenna"
"/cwkb/authors/632","lat","Lucius Cornelius Sisenna"
"/cwkb/authors/632","abbr","Sisenna"
"/cwkb/authors/639","default","Cornelius Sulla"
"/cwkb/authors/639","lat","Lucius Cornelius Sylla"
"/cwkb/authors/639","abbr","Sulla"
"/cwkb/authors/644","fre","Tacite"
"/cwkb/authors/644","default","Cornelius Tacitus"
"/cwkb/authors/644","ita","Publio o Gaio Cornelio Tacito"
"/cwkb/authors/644","abbr","Tac."
"/cwkb/authors/644","lat","Cornelius Tacitus Historicus"
"/cwkb/authors/644","spa","Gayo Cornelio Tacito"
"/cwkb/authors/446","default","Cornificius Gallus"
"/cwkb/authors/446","abbr","Cornif."
"/cwkb/authors/446","eng","Cornificius‏ Poet‏"
"/cwkb/authors/447","default","Cornificius Longus"
"/cwkb/authors/447","ger","Cornificius‏ Grammatiker"
"/cwkb/authors/2403","default","Corpus Caesarianum"
"/cwkb/authors/2549","default","Craterus Historicus"
"/cwkb/authors/816","default","Crates"
"/cwkb/authors/816","ita","Cratete"
"/cwkb/authors/816","blank","Krates "
"/cwkb/authors/817","default","Critias"
"/cwkb/authors/817","ita","Crizia"
"/cwkb/authors/817","blank","Kritias"
"/cwkb/authors/2384","default","Ctesias"
"/cwkb/authors/1342","default","Culex (Appendix Vergiliana)"
"/cwkb/authors/818","default","Cypria"
"/cwkb/authors/2706","default","Cyprianus Carthaginensis"
"/cwkb/authors/2704","default","Cyprianus Carthaginensis (dubium)"
"/cwkb/authors/2705","default","Cyprianus Carthaginensis (pseudo)"
"/cwkb/authors/819","default","Cyranides"
"/cwkb/authors/819","abbr","Cyran."
"/cwkb/authors/820","ger","Kyrill von Alexandria"
"/cwkb/authors/820","fre","Cyrille d'Alexandrie"
"/cwkb/authors/820","eng","Cyril of Alexandria"
"/cwkb/authors/820","default","Cyrillus Alexandrinus"
"/cwkb/authors/820","ita","Cirillo Alessandrino"
"/cwkb/authors/820","abbr","Cyr. Al."
"/cwkb/authors/820","spa","Cirilo de Alejandría"
"/cwkb/authors/821","default","Cyrillus Hierosolymitanus"
"/cwkb/authors/821","ger","Kyrillos von Jerusalem"
"/cwkb/authors/821","eng","Cyril of Jerusalem"
"/cwkb/authors/821","fre","Cyrille de Jérusalem"
"/cwkb/authors/821","ita","Cirillo di Gerusalemme"
"/cwkb/authors/1419","default","Cyrillus Scythopolitanus"
"/cwkb/authors/508","fre","Juvénal"
"/cwkb/authors/508","default","D. Iunius Iuvenalis"
"/cwkb/authors/508","ita","Decimo Giunio Giovenale"
"/cwkb/authors/508","abbr","Iuv."
"/cwkb/authors/508","blank","Juvenal"
"/cwkb/authors/508","lat","Decimus Iunius Iuuenalis"
"/cwkb/authors/508","spa","Décimo Junio Juvenal"
"/cwkb/authors/629","default","D. Iunius Silanus"
"/cwkb/authors/629","lat","Decimus Junius Silanus"
"/cwkb/authors/513","default","D. Laberius"
"/cwkb/authors/513","lat","Decimus Iunius Laberius"
"/cwkb/authors/513","abbr","Laber."
"/cwkb/authors/1430","default","Damascius"
"/cwkb/authors/822","default","Damianus Scriptor De Opticis"
"/cwkb/authors/822","abbr","Damian."
"/cwkb/authors/2477","default","Damon Atheniensis"
"/cwkb/authors/823","default","DanaÃs Vel DanaÃdes"
"/cwkb/authors/2660","default","Dares Phrygius"
"/cwkb/authors/2776","default","De contemnenda morte"
"/cwkb/authors/2809","default","De locis sanctis martyrum quae sunt foris ciuitatis Romae et Ecclesiae quae intus Romae habentur"
"/cwkb/authors/2494","default","De rebus bellicis"
"/cwkb/authors/2810","default","De terminatione prouinciarum Italiae"
"/cwkb/authors/2594","default","De uiris illustribus liber"
"/cwkb/authors/2468","default","Decimus Magnus Ausonius"
"/cwkb/authors/2792","default","Defensor Locogiacensis"
"/cwkb/authors/2510","default","Demades"
"/cwkb/authors/824","default","Demetrius"
"/cwkb/authors/824","abbr","Demetr."
"/cwkb/authors/824","fre","Démétrius"
"/cwkb/authors/824","blank","Demetrio "
"/cwkb/authors/2648","default","Demetrius Astrologus"
"/cwkb/authors/825","default","Demetrius Lacon"
"/cwkb/authors/825","ger","Demetrios Lakon"
"/cwkb/authors/825","ita","Demetrio Lacone"
"/cwkb/authors/825","abbr","Demetr. Lac."
"/cwkb/authors/825","blank","Demetrios"
"/cwkb/authors/2617","default","Demetrius Phalereus"
"/cwkb/authors/1394","default","Demetrius Rhetor"
"/cwkb/authors/2418","default","Democritus Abderita"
"/cwkb/authors/826","default","Demodocus"
"/cwkb/authors/826","abbr","Demod."
"/cwkb/authors/826","blank","Demodokos"
"/cwkb/authors/827","default","Demosthenes"
"/cwkb/authors/827","spa","Demóstenes"
"/cwkb/authors/827","abbr","D."
"/cwkb/authors/827","fre","Démosthène"
"/cwkb/authors/827","ita","Demostene"
"/cwkb/authors/2791","default","Desiderius Cadurcensis"
"/cwkb/authors/828","default","Dexippus"
"/cwkb/authors/828","abbr","Dexipp."
"/cwkb/authors/828","fre","Dexippe "
"/cwkb/authors/828","ita","Dessipo "
"/cwkb/authors/2550","default","Dexippus (Publius Herennius)"
"/cwkb/authors/829","ger","Diadochus von Photike"
"/cwkb/authors/829","fre","Diadoque de Photicé"
"/cwkb/authors/829","default","Diadochus"
"/cwkb/authors/829","ita","Diadoco di Fotica"
"/cwkb/authors/829","abbr","Diad."
"/cwkb/authors/829","lat","Diadochus Photicensis "
"/cwkb/authors/1423","default","Dialogus Timothei et Aquilae"
"/cwkb/authors/2442","default","Dicaearchus"
"/cwkb/authors/2531","default","Dictys"
"/cwkb/authors/2409","default","Dictys Cretensis secundum translationem quam fecit Lucius Septimius quidam"
"/cwkb/authors/1399","default","Didache apostolorum"
"/cwkb/authors/830","fre","Didyme"
"/cwkb/authors/830","default","Didymus"
"/cwkb/authors/830","ita","Didimo"
"/cwkb/authors/830","abbr","Did."
"/cwkb/authors/830","blank","Didymos"
"/cwkb/authors/830","lat","Didymus Chalcenterus"
"/cwkb/authors/831","ger","Didymos von Alexandria"
"/cwkb/authors/831","fre","Didyme d'Alexandrie"
"/cwkb/authors/831","eng","Didymus Theologian"
"/cwkb/authors/831","default","Didymus Caecus"
"/cwkb/authors/831","ita","Didimo Alessandrino"
"/cwkb/authors/831","abbr","Didym."
"/cwkb/authors/831","blank","Didymos"
"/cwkb/authors/831","lat","Didymus Alexandrinus"
"/cwkb/authors/832","default","Didymus Scriptor De Mensuris"
"/cwkb/authors/832","abbr","Didym."
"/cwkb/authors/833","default","Dinarchus"
"/cwkb/authors/833","blank","Deinarchus"
"/cwkb/authors/833","fre","Dinarque "
"/cwkb/authors/833","ita","Dinarco"
"/cwkb/authors/834","ger","Dion Schüler des Musonius"
"/cwkb/authors/834","fre","Dion de Pruse"
"/cwkb/authors/834","eng","Dio of Prusa"
"/cwkb/authors/834","default","Dio Chrysostomus"
"/cwkb/authors/834","ita","Dione Retore"
"/cwkb/authors/834","abbr","D. Chr."
"/cwkb/authors/834","lat","Dio Prussaeus"
"/cwkb/authors/2431","default","Diodorus Siculus"
"/cwkb/authors/835","ger","Diodoros Bischof"
"/cwkb/authors/835","fre","Diodore de Tarse"
"/cwkb/authors/835","eng","Diodore of Tarsus"
"/cwkb/authors/835","default","Diodorus Tarsensis"
"/cwkb/authors/835","ita","Diodoro di Tarso"
"/cwkb/authors/835","abbr","Diodor. T."
"/cwkb/authors/2618","default","Diogenes Apolloniates"
"/cwkb/authors/836","default","Diogenes Laertius"
"/cwkb/authors/836","lat","Diogenes Philosophus"
"/cwkb/authors/836","abbr","D. L."
"/cwkb/authors/836","fre","Diogène de Laërte"
"/cwkb/authors/836","ita","Diogene Laerzio"
"/cwkb/authors/2474","default","Diogenes Sinopensis"
"/cwkb/authors/2478","default","Diomedes Grammaticus"
"/cwkb/authors/1174","ger","Dionysios von Byzantion"
"/cwkb/authors/1174","fre","Denys de Byzance"
"/cwkb/authors/1174","eng","Dionysius of Byzantium"
"/cwkb/authors/1174","default","Dionysius Byzantius"
"/cwkb/authors/1174","ita","Dionigi di Bisanzio"
"/cwkb/authors/1174","abbr","Dion. Byz."
"/cwkb/authors/2479","default","Dionysius Chalcus"
"/cwkb/authors/2391","default","Dionysius Exiguus"
"/cwkb/authors/2793","default","Dionysius Exiguus (dubium)"
"/cwkb/authors/838","ger","Dionysios von Halikarnassos"
"/cwkb/authors/838","fre","Denys d'Halicarnasse"
"/cwkb/authors/838","eng","Dionysius of Halicarnassus"
"/cwkb/authors/838","default","Dionysius Halicarnassensis"
"/cwkb/authors/838","ita","Dionigi di Alicarnasso"
"/cwkb/authors/838","abbr","D. H."
"/cwkb/authors/838","lat","Dionysius Rhetor"
"/cwkb/authors/2638","default","Dionysius Milesius Historicus"
"/cwkb/authors/837","ger","Dionysios von Alexandria"
"/cwkb/authors/837","fre","Denys Alexandrin"
"/cwkb/authors/837","default","Dionysius Periegeta"
"/cwkb/authors/837","ita","Dionigi il Periegete"
"/cwkb/authors/837","abbr","D. P."
"/cwkb/authors/837","lat","Dionysius Alexandrinus"
"/cwkb/authors/2541","default","Dionysius Scytobrachion"
"/cwkb/authors/1383","default","Dionysius Syracusius Tragicus"
"/cwkb/authors/839","ger","Dionysios Grammatiker"
"/cwkb/authors/839","fre","Denys de Thrace"
"/cwkb/authors/839","eng","Dionysius the Thracian"
"/cwkb/authors/839","default","Dionysius Thrax"
"/cwkb/authors/839","ita","Dionisio Tracio"
"/cwkb/authors/839","abbr","D. T."
"/cwkb/authors/839","blank","Dionysios Thrax"
"/cwkb/authors/839","lat","Dionysius Grammaticus"
"/cwkb/authors/840","ger","Diophantos Mathematiker"
"/cwkb/authors/840","fre","Diophante d'Alexandrie"
"/cwkb/authors/840","eng","Diophantes of Alexandria"
"/cwkb/authors/840","default","Diophantus"
"/cwkb/authors/840","ita","Diofanto di Alessandria"
"/cwkb/authors/840","abbr","Dioph."
"/cwkb/authors/840","blank","Diophantos"
"/cwkb/authors/841","ger","Dioskurides Pharmakologe"
"/cwkb/authors/841","fre","Dioscoride d'Anazarbe"
"/cwkb/authors/841","eng","Dioscurides of Anazarbus"
"/cwkb/authors/841","default","Dioscorides Pedanius"
"/cwkb/authors/841","ita","Dioscuride Medico Militare"
"/cwkb/authors/841","abbr","Dsc."
"/cwkb/authors/841","lat","Dioscorides Anazarbensis"
"/cwkb/authors/842","ger","Diotimos Epigrammatiker"
"/cwkb/authors/842","fre","Diotime de Milet"
"/cwkb/authors/842","eng","Diotimus of Miletus"
"/cwkb/authors/842","default","Diotimus"
"/cwkb/authors/842","abbr","Diot. Mil."
"/cwkb/authors/842","lat","Diotimus Epigrammaticus"
"/cwkb/authors/2481","default","Diotogenes"
"/cwkb/authors/2606","default","Diphilus Comicus"
"/cwkb/authors/1343","default","Dirae (Appendix Vergiliana)"
"/cwkb/authors/457","default","Domitius Marsus"
"/cwkb/authors/457","ita","Domizio Marso"
"/cwkb/authors/457","abbr","Dom. Mars."
"/cwkb/authors/457","blank","Marso"
"/cwkb/authors/457","lat","Domitius Marsu"
"/cwkb/authors/457","spa","Domicio Marso"
"/cwkb/authors/458","ger","Dorcatius‏ Dichter"
"/cwkb/authors/458","eng","Dorcatius Poet"
"/cwkb/authors/458","default","Dorcatius"
"/cwkb/authors/458","ita","Dorcazio"
"/cwkb/authors/458","abbr","Dorcat."
"/cwkb/authors/458","lat","Doratius"
"/cwkb/authors/458","spa","Dorcacio"
"/cwkb/authors/843","default","Dorieus"
"/cwkb/authors/844","default","Dorotheus"
"/cwkb/authors/844","lat","Dorotheus epicus"
"/cwkb/authors/844","abbr","Doroth."
"/cwkb/authors/845","default","Dosiadas"
"/cwkb/authors/845","abbr","Dosiad."
"/cwkb/authors/845","ita","Dosiada Poeta"
"/cwkb/authors/2608","default","Dosiadas Historicus"
"/cwkb/authors/846","default","Dositheus Magister"
"/cwkb/authors/846","lat","Dositheus Grammaticus"
"/cwkb/authors/846","abbr","Dosith."
"/cwkb/authors/846","fre","Dosithée "
"/cwkb/authors/2551","default","Duris Samius"
"/cwkb/authors/2446","default","Ecphantides"
"/cwkb/authors/2707","default","Egeria"
"/cwkb/authors/461","default","Egnatius"
"/cwkb/authors/461","abbr","Egnat."
"/cwkb/authors/461","ita","Egnazio"
"/cwkb/authors/1344","default","Elegiae in Maecenatem (Appendix Vergiliana)"
"/cwkb/authors/847","ger","Empedokles von Akragas"
"/cwkb/authors/847","fre","Empédocle d'Agrigente"
"/cwkb/authors/847","default","Empedocles"
"/cwkb/authors/847","abbr","Emp."
"/cwkb/authors/847","blank","Empedokles"
"/cwkb/authors/847","lat","Empedocles Agrigentinus"
"/cwkb/authors/2492","default","Emporius Rhetor"
"/cwkb/authors/1318","default","Ennodius"
"/cwkb/authors/2794","default","Ennodius (pseudo)"
"/cwkb/authors/2595","default","Ephippus Comicus"
"/cwkb/authors/2511","default","Ephorus"
"/cwkb/authors/2552","default","Ephorus Historicus"
"/cwkb/authors/848","default","Ephraem Chersonensis"
"/cwkb/authors/848","abbr","Ephr. Chers."
"/cwkb/authors/849","ger","Ephrem der Syrer"
"/cwkb/authors/849","fre","Éphrem de Syrie"
"/cwkb/authors/849","eng","Ephraim the Syrian"
"/cwkb/authors/849","default","Ephraem Syrus"
"/cwkb/authors/849","ita","Efrem il Siro"
"/cwkb/authors/849","abbr","Ephr. Syr."
"/cwkb/authors/2475","default","Epicedion Drusi vel Consolatio ad Liviam"
"/cwkb/authors/850","ger","Epiktet"
"/cwkb/authors/850","fre","Épictète"
"/cwkb/authors/850","default","Epictetus"
"/cwkb/authors/850","ita","Epitteto"
"/cwkb/authors/850","abbr","Epict."
"/cwkb/authors/850","blank","Epiktetos"
"/cwkb/authors/851","ger","Epikur"
"/cwkb/authors/851","fre","Épicure"
"/cwkb/authors/851","default","Epicurus"
"/cwkb/authors/851","ita","Epicuro"
"/cwkb/authors/851","abbr","Epicur."
"/cwkb/authors/851","blank","Epikuros"
"/cwkb/authors/852","default","Epigoni"
"/cwkb/authors/1364","default","Epigrammata Bobiensia"
"/cwkb/authors/2420","default","Epimenides"
"/cwkb/authors/853","ger","Epiphanios von Konstantia"
"/cwkb/authors/853","fre","Épiphane de Chypre"
"/cwkb/authors/853","eng","Epiphanius of Constantia"
"/cwkb/authors/853","default","Epiphanius"
"/cwkb/authors/853","ita","Epifanio di Cipro"
"/cwkb/authors/853","abbr","Epiph. Const."
"/cwkb/authors/853","blank","Epiphanios"
"/cwkb/authors/853","lat","Epiphanius Cypriensis"
"/cwkb/authors/2795","default","Epiphanius Latinus"
"/cwkb/authors/854","default","Epistula Ad Diognetum"
"/cwkb/authors/855","default","Epistula Ecclesiarum Apud Lugdunum Et Viennam"
"/cwkb/authors/2687","default","Epistula sancti Lupi et sancti Eufronii episcoporum ad Thalassium"
"/cwkb/authors/2710","default","Epistulae ad Eusebium Vercellensem"
"/cwkb/authors/856","default","Epistulae Privatae"
"/cwkb/authors/857","default","Epitaphium Abercii"
"/cwkb/authors/2832","default","Epitaphium Eusebii Vercellensis"
"/cwkb/authors/858","default","Epitaphium Pectorii"
"/cwkb/authors/1365","default","Epitoma rerum gestarum Alexandri Magni"
"/cwkb/authors/2661","default","Eratosthenes Cyrenaeus"
"/cwkb/authors/859","default","Erinna"
"/cwkb/authors/859","abbr","Erinn."
"/cwkb/authors/860","default","Erotianus"
"/cwkb/authors/860","ger","Erotian"
"/cwkb/authors/860","abbr","Erot."
"/cwkb/authors/860","fre","Érotien"
"/cwkb/authors/860","blank","Erotianos"
"/cwkb/authors/2711","default","Euagrius monachus"
"/cwkb/authors/2480","default","Eubulus Comicus"
"/cwkb/authors/1327","default","Eucherius Lugdunensis"
"/cwkb/authors/861","ger","Euklid "
"/cwkb/authors/861","fre","Euclide Géomètre"
"/cwkb/authors/861","eng","Euclid"
"/cwkb/authors/861","default","Euclides"
"/cwkb/authors/861","abbr","Euc."
"/cwkb/authors/861","blank","Euclide"
"/cwkb/authors/1442","default","Eudemus Rhetor"
"/cwkb/authors/862","default","Eudocia Augusta"
"/cwkb/authors/862","ita","Eudossia"
"/cwkb/authors/862","abbr","Eudoc."
"/cwkb/authors/862","fre","Eudoxie"
"/cwkb/authors/862","blank","Eudokia"
"/cwkb/authors/863","default","Eudoxus"
"/cwkb/authors/863","blank","Eudoxos"
"/cwkb/authors/863","abbr","Eudox."
"/cwkb/authors/863","fre","Eudoxe"
"/cwkb/authors/863","ita","Eudosso"
"/cwkb/authors/2412","default","Eudoxus Astronomus"
"/cwkb/authors/2493","default","Euenus Parius"
"/cwkb/authors/2831","default","Eugenius Toletanus"
"/cwkb/authors/2591","default","Eugippius"
"/cwkb/authors/864","default","Eumelus"
"/cwkb/authors/864","ita","Eumelo"
"/cwkb/authors/864","abbr","Eumel."
"/cwkb/authors/864","fre","Eumélos"
"/cwkb/authors/864","blank","Eumelos "
"/cwkb/authors/2507","default","Eumelus Corinthius"
"/cwkb/authors/865","default","Eunapius"
"/cwkb/authors/865","blank","Eunapios"
"/cwkb/authors/865","abbr","Eun."
"/cwkb/authors/865","fre","Eunape"
"/cwkb/authors/865","ita","Eunopio"
"/cwkb/authors/866","default","Eunomius"
"/cwkb/authors/866","lat","Eunomius Cyzicenus "
"/cwkb/authors/866","ita","Eunomio"
"/cwkb/authors/866","abbr","Eun. Cyz."
"/cwkb/authors/866","blank","Eunomios"
"/cwkb/authors/867","default","Euphorion"
"/cwkb/authors/867","lat","Euphorio"
"/cwkb/authors/867","abbr","Euph."
"/cwkb/authors/868","default","Euphronius"
"/cwkb/authors/868","blank","Euphronios"
"/cwkb/authors/868","abbr","Euphron."
"/cwkb/authors/868","ita","Eufronio"
"/cwkb/authors/869","default","Euripides"
"/cwkb/authors/869","abbr","E."
"/cwkb/authors/869","blank","Euripide"
"/cwkb/authors/870","default","Euripidis Epistulae"
"/cwkb/authors/1411","default","Eusebius"
"/cwkb/authors/2833","default","Eusebius abbas Wiremuthensis"
"/cwkb/authors/871","ger","Eusebius von Caesarea"
"/cwkb/authors/871","fre","Eusèbe de Césarée"
"/cwkb/authors/871","eng","Eusebius of Caesarea"
"/cwkb/authors/871","default","Eusebius Caesariensis"
"/cwkb/authors/871","ita","Eusebio di Cesarea"
"/cwkb/authors/871","abbr","Eus."
"/cwkb/authors/2842","default","Eusebius Gallicanus"
"/cwkb/authors/2709","default","Eusebius Vercellensis"
"/cwkb/authors/2708","default","Eusebius Vercellensis (dubium)"
"/cwkb/authors/872","ger","Eustathios von Antiocheia"
"/cwkb/authors/872","fre","Eustathe d'Antioche"
"/cwkb/authors/872","eng","Eustathius of Antiochia"
"/cwkb/authors/872","default","Eustathius Antiochenus"
"/cwkb/authors/872","ita","Eustazio di Antiochia"
"/cwkb/authors/872","abbr","Eust. Ant."
"/cwkb/authors/2623","default","Eustathius Epiphaniensis"
"/cwkb/authors/2445","default","Eutocius"
"/cwkb/authors/873","default","Eutropius"
"/cwkb/authors/873","blank","Eutropios"
"/cwkb/authors/873","fre","Eutrope"
"/cwkb/authors/873","ita","Eutropio"
"/cwkb/authors/874","ger","Evagrius von Pontus"
"/cwkb/authors/874","fre","Évagre le Pontique"
"/cwkb/authors/874","eng","Evagrius of Pontus"
"/cwkb/authors/874","default","Evagrius Ponticus"
"/cwkb/authors/874","ita","Evagrio Pontico"
"/cwkb/authors/874","abbr","Euagr. Pont."
"/cwkb/authors/2592","default","Evagrius Scholasticus"
"/cwkb/authors/875","default","Evangelium Aegyptium"
"/cwkb/authors/876","default","Evangelium Bartholomaei"
"/cwkb/authors/877","default","Evangelium Ebionitum"
"/cwkb/authors/878","default","Evangelium Evae"
"/cwkb/authors/879","default","Evangelium Mariae"
"/cwkb/authors/880","default","Evangelium Petri"
"/cwkb/authors/881","default","Evangelium Philippi"
"/cwkb/authors/882","default","Evangelium Secundum Hebraeos"
"/cwkb/authors/883","default","Evangelium Thomae"
"/cwkb/authors/2600","default","Excerpta Bobiensia"
"/cwkb/authors/2485","default","Expostio totius mundi"
"/cwkb/authors/2496","default","Ezechiel"
"/cwkb/authors/459","default","Fabius Dossennus"
"/cwkb/authors/459","lat","Fabius Dossenus"
"/cwkb/authors/459","spa","Fabio Doseno"
"/cwkb/authors/459","ita","Fabio Dossenno"
"/cwkb/authors/467","default","Fabius Pictor"
"/cwkb/authors/467","lat","Q. Fabius Pictor"
"/cwkb/authors/467","spa","Fabio Píctor"
"/cwkb/authors/467","abbr","Fab. Pict."
"/cwkb/authors/467","ita","Fabio Pittore"
"/cwkb/authors/2834","default","Facundus Hermianensis"
"/cwkb/authors/2843","default","Fastidiosus Arianus"
"/cwkb/authors/2712","default","Faustinus Luciferianus"
"/cwkb/authors/2713","default","Faustinus Luciferianus et Marcellinus"
"/cwkb/authors/2714","default","Faustus Reiensis"
"/cwkb/authors/2586","default","Favonius Eulogius"
"/cwkb/authors/469","ger","Favorinus‏ von Arles‏"
"/cwkb/authors/469","fre","Favorinus‏ Philosophe"
"/cwkb/authors/469","eng","Favorinus the Arelate"
"/cwkb/authors/469","default","Favorinus"
"/cwkb/authors/469","ita","Favorino di Arelate‏"
"/cwkb/authors/469","abbr","Fav."
"/cwkb/authors/469","blank","Favorino"
"/cwkb/authors/469","lat","Favorinos"
"/cwkb/authors/469","spa","Favorino de Arlés "
"/cwkb/authors/2497","default","Favorinus Arelatensis"
"/cwkb/authors/2835","default","Felix III (IV)"
"/cwkb/authors/470","default","Fenestella"
"/cwkb/authors/470","lat","Fenestella Historicus"
"/cwkb/authors/470","abbr","Fenest."
"/cwkb/authors/470","ger","Fenestella‏ Historiker"
"/cwkb/authors/2837","default","Ferrandus Carthaginensis"
"/cwkb/authors/2836","default","Ferrandus Carthaginensis (dubium)"
"/cwkb/authors/2715","default","Filastrius Brixiensis"
"/cwkb/authors/2717","default","Firmicus Maternus"
"/cwkb/authors/2716","default","Firmicus Maternus (pseudo)"
"/cwkb/authors/884","ger","Firmos von Kaisarea"
"/cwkb/authors/884","fre","Firmus de Césarée"
"/cwkb/authors/884","eng","Firmus of Caesarea"
"/cwkb/authors/884","default","Firmus"
"/cwkb/authors/884","ita","Firmo di Cesarea"
"/cwkb/authors/884","abbr","Firm. Caes."
"/cwkb/authors/884","lat","Firmus Caesariensis"
"/cwkb/authors/2738","default","Flauius Merobaudes"
"/cwkb/authors/885","ger","Arrianus von Nikomedien"
"/cwkb/authors/885","fre","Flave Arrien"
"/cwkb/authors/885","eng","Arrian Flavius"
"/cwkb/authors/885","default","Flavius Arrianus"
"/cwkb/authors/885","ita","Arriano Flavio"
"/cwkb/authors/885","abbr","Arr."
"/cwkb/authors/885","blank","Arrianos "
"/cwkb/authors/418","ger","Caper Grammatiker"
"/cwkb/authors/418","eng","Caper Grammarian"
"/cwkb/authors/418","default","Flavius Caper"
"/cwkb/authors/418","ita","Flavio Capro"
"/cwkb/authors/418","abbr","Caper"
"/cwkb/authors/418","lat","Caper Grammaticus"
"/cwkb/authors/418","spa","Flavio Caper"
"/cwkb/authors/886","ger","Julian der Aposta"
"/cwkb/authors/886","fre","Julien l'Empereur"
"/cwkb/authors/886","eng","Julian the Philosopher"
"/cwkb/authors/886","default","Flavius Claudius Julianus Imperator"
"/cwkb/authors/886","ita","Giuliano l'Apostata"
"/cwkb/authors/886","abbr","Iul."
"/cwkb/authors/1319","default","Flavius Cresconius Corippus"
"/cwkb/authors/887","default","Flavius Josephus"
"/cwkb/authors/887","fre","Flave Josèphe‏"
"/cwkb/authors/887","ita","Giuseppe Flavio"
"/cwkb/authors/888","fre","Philostrate"
"/cwkb/authors/888","default","Flavius Philostratus"
"/cwkb/authors/888","ita","Filostrato Flavio"
"/cwkb/authors/888","abbr","Philostr."
"/cwkb/authors/888","blank","Philostratos Flavius "
"/cwkb/authors/888","lat","Philostratus sophista"
"/cwkb/authors/2460","default","Flavius Sosipater Charisius"
"/cwkb/authors/2718","default","Fortunat(ian)us episcopus Aquileiensis"
"/cwkb/authors/2720","default","Fragmenta ariana"
"/cwkb/authors/2675","default","Fragmentum ex concilio ignoto prouinciae Byzacenae"
"/cwkb/authors/2722","default","Fulgentius Mythographus"
"/cwkb/authors/2796","default","Fulgentius Ruspensis"
"/cwkb/authors/2721","default","Fulgentius Ruspensis (pseudo)"
"/cwkb/authors/478","fre","Gaïus"
"/cwkb/authors/478","eng","Caius the Jurist‏"
"/cwkb/authors/478","default","Gaius"
"/cwkb/authors/478","ita","Gaio"
"/cwkb/authors/478","lat","Gaius Iurisconsultus"
"/cwkb/authors/478","spa","Cayo"
"/cwkb/authors/2553","default","Gaius Acilius"
"/cwkb/authors/889","default","Gaius Musonius Rufus"
"/cwkb/authors/889","abbr","Muson."
"/cwkb/authors/889","ita","Caio Musonio Rufo"
"/cwkb/authors/890","default","Galenus"
"/cwkb/authors/890","blank","Galenos"
"/cwkb/authors/890","abbr","Gal."
"/cwkb/authors/890","fre","Galien "
"/cwkb/authors/890","ita","Galeno"
"/cwkb/authors/2844","default","Gallus anonymus"
"/cwkb/authors/371","default","Gallus Antipater"
"/cwkb/authors/482","default","Gannius"
"/cwkb/authors/482","lat","Canius"
"/cwkb/authors/482","abbr","Gann."
"/cwkb/authors/2603","default","Gargilius Martialis"
"/cwkb/authors/891","default","Gaudentius"
"/cwkb/authors/891","abbr","Gaud."
"/cwkb/authors/891","fre","Gaudence"
"/cwkb/authors/891","ita","Gaudenzio"
"/cwkb/authors/2723","default","Gaudentius Brixiensis"
"/cwkb/authors/483","default","Gavius Bassus"
"/cwkb/authors/483","abbr","Gav. Bass."
"/cwkb/authors/892","default","Gelasius Cyzicenus"
"/cwkb/authors/892","ger","Gelasios‏ ‎von Kyzikos"
"/cwkb/authors/892","abbr","Gel. Cyz."
"/cwkb/authors/892","fre","Gélase‏ de Cyzique"
"/cwkb/authors/892","ita","Gelasio di Cizico"
"/cwkb/authors/2406","default","Gelasius I"
"/cwkb/authors/893","default","Geminus"
"/cwkb/authors/893","blank","Geminos"
"/cwkb/authors/893","abbr","Gem."
"/cwkb/authors/893","fre","Géminos"
"/cwkb/authors/893","ita","Gemino"
"/cwkb/authors/894","fre","Gennade de Constantinople"
"/cwkb/authors/894","default","Gennadius I"
"/cwkb/authors/894","ita","Gennadio I"
"/cwkb/authors/894","abbr","Gennad."
"/cwkb/authors/894","blank","Gennadios"
"/cwkb/authors/894","lat","Gennadius I Constantinopolitanus"
"/cwkb/authors/2725","default","Gennadius Massiliensis"
"/cwkb/authors/2495","default","Geoponica"
"/cwkb/authors/2436","default","Georgius Alexandrinus"
"/cwkb/authors/895","default","Georgius Peccator"
"/cwkb/authors/2484","default","Georgius Pisides"
